§§,NAME,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",11/13/24,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",11/14/24,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",11/15/24,,,,,0.89,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",11/20/24,,,,,0.02,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",11/28/24,8,",,N",0,",,N",,,,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",11/29/24,,,,,0.23,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/9/24,10,",,N",0,",,N",,,,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/10/24,,,,,0.12,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/11/24,,,,,0.3,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/15/24,4,",,N",0,",,N",,,,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/16/24,,,,,0.46,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/17/24,,,,,0.08,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/18/24,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/19/24,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",12/20/24,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",1/31/25,,,,,0.15,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/1/25,,,,,0.63,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/2/25,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/3/25,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/4/25,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/5/25,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/6/25,,,,,0.83,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/7/25,,,,,0.53,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2/16/25,,,,,0.84,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",3/17/25,,,,,0.14,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",4/1/25,,,,,0.14,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",4/7/25,,,,,0.8,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",4/8/25,,,,,0.5,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",4/11/25,,,,,0.14,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",4/26/25,,,,,0.17,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/13/25,,,,,0.36,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/14/25,,,,,2.82,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/15/25,,,,,0.33,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/16/25,,,,,0.3,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/17/25,,,,,0.03,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/21/25,,,,,0.49,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/22/25,,,,,0.34,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/28/25,,,,,1.65,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",5/29/25,,,,,0.41,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/8/25,,,,,0.73,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/9/25,,,,,0.42,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/14/25,,,,,1.21,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/16/25,,,,,0.58,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/17/25,,,,,0.42,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/20/25,,,,,0.19,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/27/25,,,,,0.09,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/28/25,,,,,0.06,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",6/29/25,,,,,0.39,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/2/25,,,,,2.85,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/10/25,,,,,0.77,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/12/25,,,,,0.42,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/14/25,,,,,0.08,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/15/25,,,,,0.11,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/16/25,,,,,0.16,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/20/25,,,,,0.6,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",7/28/25,,,,,0.2,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",8/1/25,,,,,0.66,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",8/6/25,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",8/14/25,,,,,1.32,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",8/25/25,,,,,0.7,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/5/25,,,,,0.07,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/7/25,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/17/25,,,,,0.41,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/18/25,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/21/25,,,,,0.38,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/25/25,,,,,0.29,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/27/25,,,,,0.24,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",9/28/25,,,,,0.6,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/8/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/10/24,2,",,N",3.28,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/13/24,,,,,0.82,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/14/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/15/24,,,,,0,"T,,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/16/24,,,,,0.4,",,N",3,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/17/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/21/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/27/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/28/24,,,,,1.33,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/29/24,,,,,0.17,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/31/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/3/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/4/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/5/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/6/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/12/24,2,",,N",0.34,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/13/24,,,,,0.86,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/14/24,,,,,0,"T,,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/15/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/20/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/21/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/22/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/23/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/25/24,2,",,N",0.4,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/26/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/27/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/28/24,,,,,0.18,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/1/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/2/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/3/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/4/24,,,,,0.7,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/5/24,,,,,0.42,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/6/24,,,,,0.02,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/7/24,,,,,0.41,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/13/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/14/24,,,,,0.08,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/15/24,,,,,0.54,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/17/24,2,",,N",0.04,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/18/24,,,,,1.47,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/20/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/22/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/23/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/24/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/25/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/26/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/27/24,,,,,0.64,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/28/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/29/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/30/24,,,,,0.1,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",5/31/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/1/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/2/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/16/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/17/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/18/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/19/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/20/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/21/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/22/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/23/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/24/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/25/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/26/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/27/24,,,,,0.72,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/28/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/29/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",6/30/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/8/24,,,,,0.25,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/9/24,,,,,5.68,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/22/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/23/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/28/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/30/24,,,,,0.39,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",8/31/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/1/24,,,,,0.34,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/2/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/3/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/4/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/5/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/6/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/7/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/8/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/9/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/10/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/11/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/12/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/13/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/14/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/15/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/16/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/17/24,,,,,0.26,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/18/24,,,,,4.14,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/19/24,,,,,0.32,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/20/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/21/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/22/24,,,,,0.55,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/23/24,,,,,0.02,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/25/24,,,,,0.78,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/26/24,,,,,4.09,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/27/24,,,,,0.17,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/28/24,,,,,1.3,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/29/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",9/30/24,,,,,3.22,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/1/24,,,,,3.18,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/2/24,,,,,0.43,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/3/24,,,,,0.46,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/4/24,,,,,0.04,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/5/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/6/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/7/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/8/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/9/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/10/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/11/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/12/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/13/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/14/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/15/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/16/24,,,,,0.02,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/17/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/18/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/19/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",10/20/24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/1/25,,,,,0.36,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/2/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/3/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/4/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/5/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/6/25,,,,,1.1,",,N",4.2,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/7/25,,,,,0.13,",,N",0.1,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/8/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/9/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/10/25,,,,,0,",,N",0,",,N",3.3,",,N"
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/26/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/27/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/28/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/29/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",1/30/25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2/1/25,2,",,N",0.6,",,N",,,,,,